Category,Message
spam,You've been selected for a congratulations! Call 09685208872 to claim now! T&Cs apply.
spam,WINNER! Claim your special worth £435! Click here: www.specialoffers.com to get your reward!
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
ham,"If e timing can, then i go w u lor..."
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
ham,Den wat will e schedule b lk on sun?
ham,Well that must be a pain to catch
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
spam,3. You have received your mobile content. Enjoy
ham,Otherwise had part time job na-tuition..
spam,Get your xbox today! Text R48J to 09603653933 for a chance to win £1629!
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
spam,Free claim! Subscribe now to get your reward! Send STOP to 08204185358 to unsubscribe.
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
ham,Oooh I got plenty of those!
spam,URGENT! You're eligible for a award of £590! Text WIN to 08469803663 for your chance to win!
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,"I'm in a meeting, call me later at"
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri."
ham,Dear umma she called me now :-)
ham,Whos this am in class:-)
spam,"Special offer! GIFT awaits you! Hurry, offer ends soon! Call 08251394657."
spam,"WINNER! Claim your camera worth £775! Hurry, offer ends soon! Call 09013712699."
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please"
ham,Ok no prob... I'll come after lunch then...
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
spam,Congratulations! You've won a claim! Text WIN to 08221290893 for your chance to win!
spam,Free special! Subscribe now to get your reward! Text 67FA to 09746878032 to receive your prize!
ham,Aiyo a bit pai seh Ã¼ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,All e best 4 ur driving tmr :-)
spam,WINNER! Claim your sony worth £488! Visit www.claimnow.net to claim your prize!
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,Shhhhh nobody is supposed to know!
ham,Guess he wants alone time. We could just show up and watch when they do..
spam,Congratulations YOU'VE Won. You're a Winner in our August Â£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,So do you have samus shoulders yet
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
spam,Special offer! PRIZE awaits you! Send STOP to 08462561566 to unsubscribe.
spam,Congratulations! You've won a xbox! Text C3H7 to 08778839036 to receive your prize!
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8
spam,Get your holiday today! Text F832 to 09276115779 for a chance to win £1642!
ham,Two teams waiting for some players
ham,&lt;#&gt;  in mca. But not conform.
spam,Special offer! CONGRATULATIONS awaits you! Text WIN to 08259617516 for your chance to win!
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
spam,Exclusive sony offer! Get your free gift card now! Call now on 08545434473 to claim!
ham,Ugh just got outta class
spam,Exclusive deal offer! Get your free gift card now! Reply YES to join now!
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876"
spam,You've been selected for a text back! Call 08327939055 to claim now! T&Cs apply.
spam,"URGENT! You're eligible for a sony of £1103! Hurry, offer ends soon! Call 08227702898."
ham,"Dear, take care. I am just reaching home.love u a lot."
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
ham,Talk to g and x about that
spam,Congratulations! You've won a holiday! Reply YES to join now!
ham,Just curious because my cuz asked what I was up to
spam,"Exclusive special offer! Get your free holiday now! Hurry, offer ends soon! Call 09427083750."
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
spam,"Congratulations! You've won a congratulations! Hurry, offer ends soon! Call 09937008335."
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
ham,Gibbs unsold.mike hussey
spam,Exclusive discount offer! Get your free phone now! Text WIN to 09721750046 for your chance to win!
spam,Get your cash today! Text YZVB to 08927540184 for a chance to win £533!
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
spam,WINNER! Claim your winner worth £376! Visit www.specialoffers.com to claim your prize!
ham,Rats. Hey did u ever vote for the next themes?
ham,"That's good, because I need drugs"
ham,Lol u still feeling sick?
ham,Pls come quick cant bare this.
ham,Mum not going robinson already.
ham,Congrats kano..whr s the treat maga?
ham,So i'm doing a list of buyers.
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
spam,URGENT! You're eligible for a nokia of £4564! Text WIN to 09963388790 for your chance to win!
ham,Hey what's up charles sorry about the late reply.
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
spam,You've been selected for a guaranteed! Call 08994026066 to claim now! T&Cs apply.
ham,Who u talking about?
ham,Do you think i can move  &lt;#&gt;  in a week
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,I'm not. She lip synced with shangela.
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
ham,Okie...
ham,Have you finished work yet? :)
spam,You've been selected for a holiday! Call 09514491171 to claim now! T&Cs apply.
ham,Thats cool. How was your day?
spam,You've been selected for a nokia! Call 09242441819 to claim now! T&Cs apply.
spam,Free congratulations! Subscribe now to get your reward! Text GA3M to 08683084937 to receive your prize!
ham,Iâm going to try for 2 months ha ha only joking
ham,Play w computer? Aiyah i tok 2 u lor?
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
ham,Was actually about to send you a reminder today. Have a wonderful weekend
ham,They just talking thats it de. They wont any other.
spam,Exclusive download offer! Get your free gift card now! Text WIN to 08329217956 for your chance to win!
ham,I will see in half an hour
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
spam,Exclusive claim offer! Get your free holiday now! Text WIN to 08243231324 for your chance to win!
spam,Congratulations! You've won a playstation! Text WIN to 08846690787 for your chance to win!
ham,Tell rob to mack his gf in the theater
ham,Hey happy birthday...
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
ham,Now? I'm going out 4 dinner soon..
ham,"Best line said in Love: . ""I will wait till the day I can forget u Or The day u realize that u cannot forget me.""... Gn"
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
ham,I asked sen to come chennai and search for job.
ham,That depends. How would you like to be treated? :)
ham,What type of stuff do you sing?
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!"
spam,WINNER! Claim your mobile worth £497! Send STOP to 09515633685 to unsubscribe.
ham,"That's cool he'll be here all night, lemme know when you're around"
ham,I not free today i haf 2 pick my parents up tonite...
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham,"And that's fine, I got enough bud to last most of the night at least"
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
spam,Get your bonus today! Text N4RM to 09742878979 for a chance to win £505!
spam,Get your win today! Text ZYRC to 08858245542 for a chance to win £878!
spam,"URGENT! Your mobile No *********** WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
ham,Good morning princess! Have a great day!
spam,Special offer! NOKIA awaits you! Click here: www.specialoffers.com to get your reward!
ham,Bring tat cd don forget
spam,Get your free today! Text WT2K to 08185399765 for a chance to win £750!
spam,You've been selected for a award! Call 08867601308 to claim now! T&Cs apply.
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
ham,Are you this much buzy
ham,Shant disturb u anymore... Jia you...
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1."
ham,Pete can you please ring meive hardly gotany credit
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,Well I'm going to be an aunty!
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam,Exclusive voucher offer! Get your free holiday now! Visit www.claimnow.net to claim your prize!
ham,No da. . Vijay going to talk in jaya tv
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
spam,Get your nokia today! Text GHRO to 09704699155 for a chance to win £640!
spam,Free congratulations! Subscribe now to get your reward! Text WIN to 09623889793 for your chance to win!
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
ham,Sorry that was my uncle. I.ll keep in touch
ham,Lol well don't do it without me. We could have a big sale together.
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,I pocked you up there before
spam,Exclusive call now offer! Get your free phone now! Click here: www.claimnow.net to get your reward!
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?
spam,Exclusive call now offer! Get your free gift card now! Click here: www.mobiledeals.biz to get your reward!
ham,Just taste fish curry :-P
ham,K still are you loving me.
ham,Good. No swimsuit allowed :)
ham,I will reach before ten morning
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,But if she.s drinkin i'm ok.
spam,WINNER! Claim your guaranteed worth £241! Call now on 08034460363 to claim!
spam,URGENT! You're eligible for a free of £1107! Send STOP to 08859018420 to unsubscribe.
spam,Free gift! Subscribe now to get your reward! Visit www.getfreestuff.com to claim your prize!
ham,Yes. Nigh you cant aha.
spam,Congratulations! You've won a offer! Call now on 09093347615 to claim!
spam,"Special offer! MEMBERSHIP awaits you! Hurry, offer ends soon! Call 08507628929."
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
spam,Special offer! SUBSCRIBE awaits you! Reply YES to join now!
spam,Get your claim today! Text 7IZJ to 08354944359 for a chance to win £824!
ham,Is she replying. Has boye changed his phone number
ham,"Babe, I'm back ... Come back to me ..."
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
spam,Congratulations! You've won a nokia! Text 1KQ0 to 08407604126 to receive your prize!
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,Hey what how about your project. Started aha da.
spam,Congratulations! You've won a camera! Reply YES to join now!
spam,Exclusive text back offer! Get your free gift card now! Visit www.freegift.tv to claim your prize!
spam,YOU ARE CHOSEN TO RECEIVE A Â£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,Wat time do u wan 2 meet me later?
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
ham,"Oops, I'll let you know when my roommate's done"
ham,Hope you are having a good week. Just checking in
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
spam,Free urgent! Subscribe now to get your reward! Visit www.getfreestuff.com to claim your prize!
ham,Alex says he's not ok with you not being ok with it
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
ham,what is your account number?
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
spam,URGENT! You're eligible for a bonus of £4049! Text WIN to 09134184207 for your chance to win!
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,Is it your yahoo boys that bring in the perf? Or legal.
spam,Free claim! Subscribe now to get your reward! Visit www.specialoffers.com to claim your prize!
spam,Get your claim today! Text X2PS to 09704751602 for a chance to win £1458!
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
spam,WINNER! Claim your gift worth £480! Text WIN to 08687773587 for your chance to win!
spam,Congratulations! You've won a win! Reply YES to join now!
ham,I'm in office now . I will call you  &lt;#&gt;  min:)
ham,I'm on da bus going home...
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,I cant pick the phone right now. Pls send a message
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,Jus finished avatar nigro
ham,I'm leaving my house now.
spam,Get your call now today! Text GW9S to 08243077400 for a chance to win £816!
ham,Are you up for the challenge? I know i am :)
ham,Thanx but my birthday is over already.
ham,I am great princess! What are you thinking about me? :)
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
spam,TBS/PERSOLVO. been chasing us since Sept forÂ£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,"How about clothes, jewelry, and trips?"
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk"
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,Really? I crashed out cuddled on my sofa.
ham,S.i think he is waste for rr..
ham,You want to go?
ham,Pls confirm the time to collect the cheque.
spam,Special offer! MOBILE awaits you! Reply YES to join now!
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
spam,Get your xbox today! Text 75O5 to 08426257956 for a chance to win £1368!
spam,Get your urgent today! Text 1ACK to 09113013884 for a chance to win £1007!
ham,I meant middle left or right?
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
spam,URGENT! You're eligible for a xbox of £758! Reply YES to join now!
ham,"Oh fine, I'll be by tonight"
ham,I've told him that i've returned it. That should i re order it.
ham,Then dun wear jeans lor...
spam,Exclusive gift offer! Get your free gift card now! Call now on 08212236128 to claim!
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a Â£1500 Bonus Prize, call 09066364589"
ham,Oh k.i think most of wi and nz players unsold.
spam,"Auction round 4. The highest bid is now Â£54. Next maximum bid is Â£71. To bid, send BIDS e. g. 10 (to bid Â£10) to 83383. Good luck."
ham,Dude we should go sup again
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
spam,"WINNER! Claim your offer worth £711! Hurry, offer ends soon! Call 09633780573."
spam,Free bonus! Subscribe now to get your reward! Reply YES to join now!
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,No pic. Please re-send.
ham,"Hi elaine, is today's meeting confirmed?"
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,I dled 3d its very imp
spam,Free deal! Subscribe now to get your reward! Send STOP to 09332261710 to unsubscribe.
spam,Exclusive win offer! Get your free gift card now! Call now on 09198820146 to claim!
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7"
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?"
spam,You've been selected for a bonus! Call 08786243721 to claim now! T&Cs apply.
spam,Congratulations! You've won a mobile! Reply YES to join now!
ham,Good Morning plz call me sir
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
spam,"URGENT! Your mobile No 077xxx WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
spam,Free subscribe! Subscribe now to get your reward! Send STOP to 08618080888 to unsubscribe.
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,At home watching tv lor.
ham,S.i'm watching it in live..
spam,Special offer! CLAIM awaits you! Text LDSV to 08702949325 to receive your prize!
ham,Yes see ya not on the dot
ham,"Yes, i'm small kid.. And boost is the secret of my energy.."
spam,Exclusive voucher offer! Get your free phone now! Text WIN to 09691790747 for your chance to win!
ham,Well. Im computerless. Time to make some oreo truffles
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,How much is blackberry bold2 in nigeria.
ham,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......"
ham,I'm coming home 4 dinner.
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,Sounds great! Im going to sleep now. Have a good night!
spam,WINNER! Claim your offer worth £614! Text 7NUA to 09988886458 to receive your prize!
spam,Exclusive call now offer! Get your free holiday now! Text WIN to 09192155290 for your chance to win!
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
ham,Lmao but its so fun...
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
ham,Dont show yourself. How far. Put new pictures up on facebook.
ham,I just saw ron burgundy captaining a party boat so yeah
ham,"Come to mu, we're sorting out our narcotics situation"
ham,Send me your resume:-)
spam,Special offer! SUBSCRIBE awaits you! Send STOP to 09312947003 to unsubscribe.
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
spam,You've been selected for a xbox! Call 09062006856 to claim now! T&Cs apply.
ham,"CHA QUITEAMUZING THATÂSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
spam,Congratulations! You've won a offer! Text AR12 to 08276309511 to receive your prize!
spam,WINNER! Claim your playstation worth £205! Text WIN to 09481553886 for your chance to win!
spam,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
spam,Congratulations! You've won a camera! Visit www.winyourprize.co.uk to claim your prize!
ham,At the funeral home with Audrey and dad
spam,You've been selected for a sony! Call 08949901224 to claim now! T&Cs apply.
spam,URGENT! You're eligible for a camera of £551! Text V8Q4 to 08048728026 to receive your prize!
spam,Free playstation! Subscribe now to get your reward! Visit www.claimnow.net to claim your prize!
ham,I'm in class. Did you get my text.
spam,Congratulations! You've won a sony! Text WIN to 09308694480 for your chance to win!
ham,Enjoy urself tmr...
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
ham,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,Where are the garage keys? They aren't on the bookshelf
ham,No it will reach by 9 only. She telling she will be there. I dont know
ham,Howz pain?hope u r fine..
ham,Hi its in durban are you still on this number
spam,Congratulations! You've won a prize! Reply YES to join now!
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham,I am on the way to ur home
ham,Dont talk to him ever ok its my word.
spam,Congratulations! You've won a guaranteed! Visit www.mobiledeals.biz to claim your prize!
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,So i could kiss and feel you next to me...
ham,Anything lor... U decide...
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
ham,I'm glad. You are following your dreams.
ham,"Tonight? Yeah, I'd be down for that"
ham,Dear where you. Call me
spam,"Free nokia! Subscribe now to get your reward! Hurry, offer ends soon! Call 09753310669."
ham,Well thats nice. Too bad i cant eat it
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,You flippin your shit yet?
spam,URGENT! You're eligible for a claim of £1883! Text WIN to 09765419303 for your chance to win!
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
spam,Congratulations! You've won a voucher! Send STOP to 08136928691 to unsubscribe.
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,Aight what time you want me to come up?
ham,What time you think you'll have it? Need to know when I should be near campus
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
ham,Sorry i missed your call. Can you please call back.
spam,Exclusive download offer! Get your free holiday now! Click here: www.specialoffers.com to get your reward!
spam,Free xbox! Subscribe now to get your reward! Send STOP to 09116756574 to unsubscribe.
ham,Im good! I have been thinking about you...
ham,Hmm .. Bits and pieces lol ... *sighs* ...
spam,"URGENT! Your Mobile No was awarded a Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate"
ham,Where wuld I be without my baby? The thought alone mite break me and I donÂt wanna go crazy but everyboy needs his lady xxxxxxxx
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
ham,Hey they r not watching movie tonight so i'll prob b home early...
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
ham,Yup having my lunch buffet now.. U eat already?
ham,Hi:)did you asked to waheeda fathima about leave?
spam,Get your win today! Text YHQD to 09605943929 for a chance to win £1923!
spam,WINNER! Claim your holiday worth £728! Click here: www.claimnow.net to get your reward!
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
ham,Sorry for the delay. Yes masters
ham,Sorry * was at the grocers.
